ListingCreationDate,Term,LoanStatus,BorrowerAPR,LenderYield,BorrowerRate,ProsperRating (Alpha),ProsperScore,EmploymentStatus,Occupation,ListingCategory (numeric),MonthlyLoanPayment,IsBorrowerHomeowner,IncomeRange,TotalProsperLoans,Recommendations,Investors,LoanOriginalAmount
2012-11-25 21:21:40.227,36,Completed,0.13138,0.0934,0.1034,A,7.0,Employed,Food Service,3,350.21,True,"$50,000-74,999",1.0,0,151,10800
2012-11-24 07:11:25.483,36,Completed,0.12528,0.0874,0.0974,A,8.0,Full-time,Computer Programmer,13,112.51,True,"$100,000+",3.0,0,62,3500
2013-11-04 12:07:19.450,60,Current,0.21935,0.185,0.195,C,8.0,Employed,Analyst,3,393.25,False,"$75,000-99,999",1.0,0,1,15000
2013-05-07 08:39:22.307,36,Current,0.33286,0.2832,0.2932,E,2.0,Employed,Professional,0,126.24,True,"$100,000+",1.0,0,1,3000
2011-11-09 10:54:39.283,36,Completed,0.13545,0.0974,0.1074,A,9.0,Employed,Sales - Commission,1,101.11,True,"$75,000-99,999",3.0,2,46,3100
2011-01-20 18:14:24.517,36,Defaulted,0.21341999999999997,0.1699,0.1799,C,8.0,Full-time,Other,3,271.11,True,"$1-24,999",1.0,0,173,7500
2010-10-20 20:49:32.267,36,Chargedoff,0.15094000000000002,0.1195,0.1295,B,8.0,Employed,Other,3,252.52,False,"$25,000-49,999",1.0,0,261,7500
2012-02-19 18:15:21.637,60,Current,0.2968,0.2605,0.2705,D,6.0,Full-time,Other,3,458.48,False,"$50,000-74,999",2.0,0,5,15000
2013-10-26 17:52:08.540,36,Current,0.09,0.0666,0.0766,AA,11.0,Employed,Accountant/CPA,8,623.6,True,"$100,000+",5.0,0,192,20000
2012-07-03 07:41:45.847,36,Completed,0.26681,0.2187,0.2287,D,4.0,Other,Other,18,386.42,False,"$75,000-99,999",1.0,0,156,10000
2010-10-19 11:39:32.827,36,Completed,0.30698000000000003,0.2475,0.2575,D,5.0,Full-time,Student - College Senior,7,48.19,False,"$1-24,999",1.0,0,30,1200
2011-12-19 15:58:15.687,36,Current,0.12528,0.0874,0.0974,A,9.0,Employed,Analyst,7,353.6,True,"$75,000-99,999",1.0,0,11,11000
2014-01-26 08:34:36.497,60,Current,0.28129,0.2454,0.2554,E,4.0,Self-employed,Other,3,296.69,True,"$50,000-74,999",2.0,0,1,10000
2012-11-07 10:05:12.057,60,Current,0.15752,0.1246,0.1346,A,8.0,Full-time,Laborer,6,229.89,False,"$1-24,999",3.0,0,160,10000
2011-03-28 15:49:57.053,36,Current,0.32576,0.2799,0.2899,E,5.0,Employed,Retail Management,2,146.65,False,"$25,000-49,999",1.0,0,41,3500
2013-04-21 22:25:11.047,36,Current,0.20462,0.1579,0.1679,B,3.0,Employed,Skilled Labor,1,186.63,True,"$75,000-99,999",1.0,0,2,5250
2013-04-12 19:31:38.600,36,Current,0.15324000000000002,0.1149,0.1249,A,7.0,Employed,Other,2,66.9,True,"$25,000-49,999",1.0,0,39,2000
2011-07-26 14:18:01.250,36,Completed,0.22361999999999999,0.1799,0.1899,C,7.0,Employed,Computer Programmer,1,183.25,True,"$75,000-99,999",1.0,0,4,5000
2012-02-23 09:13:01.197,36,Chargedoff,0.33973000000000003,0.2899,0.2999,E,1.0,Employed,Retail Management,19,84.89,True,"$75,000-99,999",1.0,0,16,2000
2013-03-25 12:43:59.867,60,Current,0.31293000000000004,0.2762,0.2862,E,6.0,Employed,Sales - Retail,1,126.04,True,"$50,000-74,999",1.0,0,42,4000
2012-08-14 13:28:19.723,60,Completed,0.35365,0.3158,0.3258,E,4.0,Employed,Sales - Retail,1,135.82,False,"$25,000-49,999",1.0,0,42,4000
2011-06-07 19:32:43.580,36,Current,0.34621,0.2999,0.3099,E,1.0,Full-time,Other,6,85.99,True,"$75,000-99,999",2.0,0,14,2000
2012-11-29 15:25:22.123,36,Past Due (91-120 days),0.33286,0.2832,0.2932,E,2.0,Employed,Sales - Commission,2,168.32,False,"$25,000-49,999",1.0,0,85,4000
2011-04-26 12:59:19.883,36,Completed,0.25494,0.2071,0.2171,C,4.0,Employed,Professional,1,570.61,True,"$25,000-49,999",3.0,0,164,15000
2013-12-10 18:42:41.790,36,Current,0.17151,0.1255,0.1355,B,8.0,Employed,Computer Programmer,1,339.59,False,"$25,000-49,999",1.0,0,156,10000
2012-08-28 16:12:32.893,60,Current,0.24301999999999999,0.2081,0.2181,C,5.0,Employed,Other,1,357.64,True,"$1-24,999",1.0,0,10,13000
2012-12-14 21:00:19.453,36,Completed,0.15833,0.1199,0.1299,A,6.0,Employed,Professional,1,673.78,True,"$1-24,999",1.0,0,268,20000
2012-05-29 07:03:40.450,36,Current,0.22741999999999998,0.1802,0.1902,C,4.0,Employed,Other,13,128.33,True,"$25,000-49,999",1.0,0,8,3500
2014-01-07 08:09:52.630,36,Current,0.17151,0.1255,0.1355,B,8.0,Employed,Other,19,67.92,False,"$50,000-74,999",2.0,0,1,2000
2011-08-31 10:58:33.363,60,Completed,0.29370999999999997,0.2599,0.2699,D,5.0,Full-time,Other,1,305.29,False,"$25,000-49,999",2.0,0,125,10000
2011-09-19 08:06:36.720,36,Current,0.34886999999999996,0.3025,0.3125,HR,1.0,Employed,Military Enlisted,7,86.28,False,"$50,000-74,999",1.0,1,27,2000
2013-02-08 08:40:40.333,60,Current,0.14453,0.1119,0.1219,A,8.0,Employed,Analyst,2,268.09,True,"$50,000-74,999",3.0,0,93,12000
2012-09-12 08:00:37.287,60,Current,0.33297,0.2957,0.3057,E,2.0,Employed,Other,1,130.82,True,"$50,000-74,999",2.0,0,13,4000
2012-10-15 08:58:53.220,36,Current,0.17754,0.1314,0.1414,B,8.0,Employed,Engineer - Electrical,1,68.49,False,"$50,000-74,999",1.0,0,9,2000
2011-07-31 17:53:35.250,36,Completed,0.22361999999999999,0.1799,0.1899,C,7.0,Employed,Professional,1,128.28,False,"$25,000-49,999",1.0,0,64,3500
2011-10-26 15:07:54.173,60,Completed,0.28408,0.2505,0.2605,C,5.0,Employed,Professional,1,299.7,True,"$50,000-74,999",1.0,0,65,10000
2009-10-31 05:53:02.607,36,Completed,0.1236,0.0925,0.1025,A,9.0,Full-time,Teacher,7,80.96,True,"$25,000-49,999",1.0,0,125,2500
2009-09-10 15:04:42.920,36,Completed,0.17119,0.1395,0.1495,B,8.0,Full-time,Other,7,134.75,True,"$50,000-74,999",2.0,1,167,3890
2013-08-05 14:18:18.873,60,Current,0.10878,0.0769,0.0869,AA,10.0,Self-employed,Other,3,82.43,True,"$25,000-49,999",2.0,1,77,4000
2011-10-18 06:20:40.340,36,Completed,0.29254,0.2474,0.2574,D,4.0,Employed,Teacher,1,200.76,False,"$100,000+",1.0,0,65,5000
2013-07-19 15:23:02.817,36,FinalPaymentInProgress,0.0893,0.0659,0.0759,AA,10.0,Employed,Professional,7,109.02,False,"$50,000-74,999",2.0,1,64,3500
2011-10-21 10:11:30.253,36,Completed,0.1322,0.101,0.111,A,8.0,Employed,Professional,1,245.9,False,"$75,000-99,999",1.0,0,51,7500
2012-07-10 13:10:54.187,60,Current,0.20705,0.173,0.183,B,6.0,Employed,Engineer - Mechanical,6,102.23,True,"$100,000+",1.0,0,12,4000
2013-03-18 08:46:14.340,60,Current,0.23051999999999997,0.1959,0.2059,C,5.0,Employed,Retail Management,1,402.35,False,"$25,000-49,999",1.0,0,199,15000
2009-09-21 13:25:12.337,36,Chargedoff,0.37453000000000003,0.34,0.35,E,7.0,Full-time,Computer Programmer,2,271.42,True,"$100,000+",1.0,0,57,6000
2014-01-10 05:42:28.420,36,Current,0.17151,0.1255,0.1355,B,11.0,Employed,Medical Technician,20,101.88,False,"$25,000-49,999",1.0,0,22,3000
2011-02-11 14:01:58.960,36,Completed,0.35643,0.3099,0.3199,E,6.0,Full-time,Medical Technician,1,174.2,False,"$50,000-74,999",3.0,0,55,4000
2012-02-13 17:31:50.107,36,Chargedoff,0.11765999999999999,0.0799,0.0899,A,8.0,Employed,Biologist,1,476.93,False,"$100,000+",2.0,0,325,15000
2010-12-01 22:17:06.800,36,Chargedoff,0.11448,0.0835,0.0935,A,9.0,Retired,Other,2,95.89,True,"$25,000-49,999",2.0,0,86,3000
2010-03-14 16:31:43.110,36,Chargedoff,0.37453000000000003,0.34,0.35,HR,1.0,Full-time,Professional,7,90.47,False,"$50,000-74,999",1.0,0,41,2000
2012-05-10 08:56:24.953,36,Current,0.26681,0.2187,0.2287,D,6.0,Employed,Accountant/CPA,1,579.63,False,"$25,000-49,999",1.0,0,177,15000
2013-10-30 15:54:38.873,60,Past Due (91-120 days),0.23318000000000003,0.1985,0.2085,D,6.0,Employed,Computer Programmer,3,404.54,True,"$50,000-74,999",2.0,0,168,15000
2011-02-17 16:34:33.543,36,Completed,0.27466999999999997,0.2299,0.2399,D,4.0,Self-employed,Professional,2,98.07,True,"$25,000-49,999",1.0,0,63,2500
2014-02-11 14:56:48.750,36,Current,0.11599000000000001,0.0779,0.0879,A,7.0,Employed,Professional,6,269.47,True,"$50,000-74,999",1.0,0,1,8500
2014-01-14 10:33:37.543,36,Current,0.15223,0.1139,0.1239,A,9.0,Employed,Retail Management,2,116.9,True,"$100,000+",1.0,0,1,3500
2013-11-04 05:54:12.777,36,Current,0.2129,0.166,0.176,C,4.0,Employed,Truck Driver,1,179.76,True,"$50,000-74,999",1.0,0,1,5000
2012-10-30 12:07:07.290,60,Completed,0.23276999999999998,0.1981,0.2081,C,4.0,Self-employed,Other,1,269.47,True,"$50,000-74,999",1.0,0,139,10000
2013-06-10 23:26:02.950,36,Current,0.08325,0.0599,0.0699,AA,10.0,Full-time,Executive,1,246.98,True,"$75,000-99,999",4.0,0,150,8000
2013-11-01 14:47:56.590,36,Current,0.13799,0.0999,0.1099,A,11.0,Employed,Administrative Assistant,13,163.67,True,"$25,000-49,999",2.0,0,1,5000
2011-12-20 17:01:03.523,12,Completed,0.13706,0.0509,0.0609,A,8.0,Employed,Student - College Graduate Student,1,258.32,True,"$25,000-49,999",1.0,0,15,3000
2013-06-18 16:01:13.020,36,Current,0.25371,0.2059,0.2159,C,4.0,Employed,Other,2,379.79,True,"$25,000-49,999",1.0,0,160,10000
2011-10-17 15:30:04.953,36,Current,0.25486,0.2105,0.2205,C,4.0,Employed,Construction,3,382.16,True,"$50,000-74,999",3.0,0,48,10000
2010-08-05 19:42:20.163,36,Completed,0.08191,0.0685,0.0785,AA,10.0,Employed,Professional,2,547.18,True,"$100,000+",1.0,0,407,17500
2013-06-01 04:56:45.463,60,Current,0.12716,0.0949,0.1049,A,9.0,Employed,Nurse (RN),2,322.33,True,"$100,000+",2.0,0,298,15000
2014-01-15 12:55:27.760,60,Current,0.1325,0.0999,0.1099,A,11.0,Employed,Professional,1,336.93,False,"$75,000-99,999",1.0,0,222,15500
2013-01-10 15:55:07.140,60,Chargedoff,0.24764,0.2126,0.2226,C,4.0,Employed,Teacher,1,416.5,True,"$50,000-74,999",1.0,0,257,15000
2014-02-20 07:37:36.200,36,Current,0.13734000000000002,0.0989,0.1089,A,7.0,Self-employed,Professional,1,326.87,True,"$25,000-49,999",1.0,0,1,10000
2010-07-20 08:58:03.323,36,Completed,0.12309,0.092,0.102,A,8.0,Full-time,Accountant/CPA,1,323.61,True,"$50,000-74,999",1.0,0,278,10000
2014-01-10 16:23:33.560,36,Current,0.20933000000000002,0.1625,0.1725,C,8.0,Employed,Car Dealer,1,536.66,True,"$75,000-99,999",1.0,0,2,15000
2013-08-12 08:56:51.350,60,Completed,0.32393,0.2869,0.2969,E,2.0,Employed,Military Officer,1,128.65,True,"$75,000-99,999",1.0,0,1,4000
2012-10-31 14:58:04.013,60,Completed,0.35097,0.3132,0.3232,E,1.0,Self-employed,Accountant/CPA,3,135.17,False,"$100,000+",2.0,0,33,4000
2010-03-22 13:14:43.123,36,Completed,0.29588000000000003,0.2625,0.2725,D,6.0,Full-time,Car Dealer,1,244.23,True,$0,1.0,0,257,7500
2013-11-07 08:39:37.167,36,Current,0.20268,0.156,0.166,C,8.0,Employed,Clerical,15,78.0,True,"$25,000-49,999",4.0,0,2,2200
2013-03-19 19:21:23.670,36,Current,0.15833,0.1199,0.1299,A,6.0,Employed,Truck Driver,1,252.67,False,"$50,000-74,999",1.0,0,88,7500
2013-06-02 13:40:10.573,60,Current,0.17522000000000001,0.1419,0.1519,B,7.0,Employed,Food Service Management,14,358.35,False,"$25,000-49,999",1.0,0,1,15000
2011-09-21 06:52:05.147,36,Chargedoff,0.34621,0.2999,0.3099,E,4.0,Full-time,Other,1,257.97,True,"$25,000-49,999",1.0,0,6,6000
2013-04-22 17:11:35.427,60,Current,0.17522000000000001,0.1419,0.1519,B,6.0,Employed,Other,8,119.45,False,"$25,000-49,999",1.0,0,1,5000
2012-08-15 19:27:52.763,36,Current,0.12528,0.0874,0.0974,A,8.0,Employed,Bus Driver,1,112.51,True,"$75,000-99,999",1.0,1,67,3500
2011-08-25 16:54:40.243,36,Completed,0.124,0.0929,0.1029,A,8.0,Employed,Executive,2,129.61,True,"$100,000+",1.0,0,70,4000
2014-02-08 06:26:10.870,60,Current,0.16993,0.1365,0.1465,B,6.0,Employed,Analyst,1,236.07,True,"$50,000-74,999",1.0,0,1,10000
2012-09-04 13:44:01.000,60,Completed,0.2893,0.2532,0.2632,D,4.0,Employed,Professional,2,385.67,True,"$25,000-49,999",4.0,0,91,12800
2013-04-05 11:37:29.887,60,Current,0.16499,0.1319,0.1419,B,7.0,Employed,Teacher,1,233.67,True,"$50,000-74,999",1.0,0,165,10000
2014-02-14 07:03:10.793,60,Current,0.18222,0.1485,0.1585,C,6.0,Self-employed,Social Worker,3,363.58,False,"$100,000+",1.0,0,157,15000
2012-04-26 10:11:54.353,36,Completed,0.33973000000000003,0.2899,0.2999,E,3.0,Employed,Professional,1,97.63,True,"$50,000-74,999",2.0,0,7,2300
2010-11-10 08:31:47.200,36,Completed,0.38723,0.34,0.35,HR,3.0,Full-time,Accountant/CPA,1,135.71,False,"$50,000-74,999",1.0,0,32,3000
2012-12-18 17:23:03.783,60,Current,0.23276999999999998,0.1981,0.2081,C,5.0,Employed,Professional,6,80.84,False,"$25,000-49,999",1.0,0,48,3000
2012-03-23 06:35:06.610,60,Current,0.35838000000000003,0.3204,0.3304,E,1.0,Employed,Other,1,136.98,False,"$25,000-49,999",1.0,0,60,4000
2012-06-22 03:51:07.730,36,Current,0.26681,0.2187,0.2287,D,2.0,Employed,Nurse (LPN),7,193.21,True,"$25,000-49,999",1.0,0,11,5000
2011-10-17 18:21:49.983,36,Defaulted,0.35244000000000003,0.306,0.316,E,2.0,Employed,Food Service Management,1,324.99,True,"$75,000-99,999",1.0,0,54,7500
2012-09-04 09:34:28.960,36,Current,0.33050999999999997,0.2809,0.2909,E,4.0,Employed,Other,1,167.82,False,"$100,000+",1.0,0,14,4000
2013-06-15 20:03:25.867,60,Current,0.15629,0.1234,0.1334,A,10.0,Employed,Professional,1,573.19,True,"$100,000+",1.0,0,205,25000
2013-09-20 18:31:48.263,60,Current,0.19322999999999999,0.1595,0.1695,C,9.0,Employed,Executive,1,148.95,True,"$100,000+",1.0,0,1,6000
2012-08-12 09:21:11.207,36,Current,0.12528,0.0874,0.0974,A,9.0,Employed,Attorney,18,192.87,True,"$100,000+",1.0,0,20,6000
2012-11-22 08:18:32.517,36,Current,0.33286,0.2832,0.2932,E,5.0,Employed,Fireman,1,420.8,False,"$50,000-74,999",1.0,0,202,10000
2012-02-24 04:11:45.323,36,Current,0.17359000000000002,0.1349,0.1449,B,6.0,Full-time,Accountant/CPA,20,326.95,True,"$100,000+",4.0,0,67,9500
2012-10-16 09:45:00.490,60,Chargedoff,0.23656,0.2018,0.2118,C,4.0,Other,Other,1,407.32,True,"$1-24,999",1.0,0,15,15000
2010-09-11 17:40:11.580,36,Completed,0.23342,0.1895,0.1995,D,5.0,Full-time,Administrative Assistant,1,129.98,True,"$25,000-49,999",1.0,0,206,3500
2012-01-08 14:12:22.330,36,Completed,0.06587,0.0525,0.0625,AA,10.0,Employed,Retail Management,3,610.71,True,"$50,000-74,999",1.0,0,366,20000
2013-02-08 19:30:55.513,36,Current,0.15324000000000002,0.1149,0.1249,A,7.0,Employed,Postal Service,2,167.24,True,"$25,000-49,999",1.0,0,91,5000
2011-05-11 06:01:49.633,36,Completed,0.20321,0.1599,0.1699,C,6.0,Employed,Clerical,1,71.3,False,"$25,000-49,999",1.0,0,12,2000
2012-12-18 14:56:42.983,36,Current,0.35796999999999995,0.3077,0.3177,HR,3.0,Employed,Other,2,86.85,False,"$25,000-49,999",1.0,0,34,2000
2012-11-20 18:27:22.607,60,Completed,0.19907,0.1652,0.1752,B,6.0,Employed,Professional,1,370.71,True,"$75,000-99,999",1.0,0,229,14750
2013-04-01 18:13:09.223,36,Current,0.09333,0.0699,0.0799,AA,10.0,Employed,Other,18,62.66,True,"$75,000-99,999",3.0,0,42,2000
2014-02-25 13:35:24.077,60,Current,0.13864,0.1059,0.1159,A,10.0,Employed,Professional,1,374.64,True,"$50,000-74,999",1.0,0,338,17000
2011-11-14 09:41:40.117,36,Completed,0.25486,0.2105,0.2205,C,5.0,Full-time,Doctor,7,573.24,True,"$100,000+",3.0,0,225,15000
2012-01-05 10:40:46.913,36,Current,0.12528,0.0874,0.0974,A,8.0,Full-time,Other,1,112.51,False,"$25,000-49,999",2.0,0,24,3500
2011-09-17 13:26:34.907,36,Current,0.13545,0.0974,0.1074,A,8.0,Employed,Doctor,1,326.16,False,"$25,000-49,999",1.0,0,157,10000
2012-08-28 10:37:18.393,36,Past Due (61-90 days),0.33050999999999997,0.2809,0.2909,E,5.0,Employed,Tradesman - Mechanic,1,125.86,False,"$50,000-74,999",1.0,0,13,3000
2011-02-02 16:38:23.897,60,Current,0.09205,0.0799,0.0899,AA,10.0,Full-time,Executive,1,249.04,True,"$100,000+",1.0,0,230,12000
2013-12-10 11:22:11.213,36,Current,0.16732,0.1214,0.1314,B,5.0,Self-employed,Sales - Commission,2,202.57,True,"$25,000-49,999",1.0,0,1,6000
2011-07-27 13:38:57.697,36,Chargedoff,0.27466999999999997,0.2299,0.2399,D,4.0,Employed,Professional,1,274.4,True,"$1-24,999",1.0,2,5,6995
2013-02-25 05:17:32.417,60,Completed,0.22283000000000003,0.1884,0.1984,C,2.0,Employed,Clerical,1,264.05,False,"$25,000-49,999",1.0,0,149,10000
2010-10-15 10:05:06.990,36,Completed,0.39153000000000004,0.34,0.35,HR,6.0,Employed,Other,1,67.85,False,"$25,000-49,999",1.0,0,36,1500
2012-10-03 08:20:40.533,36,Past Due (1-15 days),0.27285,0.2246,0.2346,D,2.0,Employed,Tradesman - Mechanic,14,428.45,True,"$25,000-49,999",2.0,0,149,11000
2009-11-21 14:31:24.460,36,Completed,0.10845999999999999,0.095,0.105,AA,8.0,Full-time,Social Worker,7,266.52,True,"$50,000-74,999",1.0,0,350,8200
2012-02-01 16:50:43.783,36,Completed,0.17359000000000002,0.1349,0.1449,B,8.0,Full-time,Engineer - Electrical,2,120.46,False,"$75,000-99,999",1.0,0,55,3500
2009-10-23 19:58:22.837,36,Completed,0.36945,0.335,0.345,E,7.0,Full-time,Computer Programmer,3,223.73,False,"$100,000+",1.0,2,83,4977
2014-02-11 07:05:24.283,36,Current,0.14751,0.1089,0.1189,A,10.0,Employed,Analyst,3,497.43,True,"$75,000-99,999",2.0,0,1,15000
2013-11-04 09:18:32.830,36,Current,0.12080999999999999,0.083,0.093,A,9.0,Employed,Scientist,1,574.91,True,"$100,000+",1.0,0,1,18000
2013-04-08 18:40:27.173,36,Current,0.14348,0.1053,0.1153,A,8.0,Employed,Attorney,1,329.9,True,"$100,000+",1.0,0,1,10000
2011-12-21 04:19:42.357,36,Current,0.18478,0.1459,0.1559,B,7.0,Employed,Tradesman - Electrician,1,244.68,False,"$75,000-99,999",1.0,0,11,7000
2011-03-21 15:40:03.390,36,Current,0.25424,0.2099,0.2199,D,6.0,Employed,Other,7,76.37,False,"$25,000-49,999",1.0,0,35,2000
2012-03-05 13:54:11.743,36,Current,0.11765999999999999,0.0799,0.0899,A,9.0,Employed,Executive,1,461.03,True,"$100,000+",1.0,0,237,14500
2012-05-30 15:37:42.997,36,Completed,0.12427,0.0864,0.0964,A,8.0,Full-time,Sales - Commission,1,144.44,True,"$100,000+",2.0,0,109,4500
2013-06-04 18:41:12.780,36,Current,0.20462,0.1579,0.1679,B,5.0,Employed,Other,13,88.87,False,"$25,000-49,999",1.0,0,1,2500
2011-12-26 13:37:12.940,36,Current,0.18478,0.1459,0.1559,B,6.0,Full-time,Professional,1,174.77,False,"$50,000-74,999",2.0,0,42,5000
2010-08-06 19:42:52.903,36,Defaulted,0.29265,0.2475,0.2575,D,8.0,Employed,Professional,7,301.18,True,"$50,000-74,999",1.0,0,204,7500
2013-07-23 15:08:41.430,60,Current,0.18136,0.1479,0.1579,B,6.0,Employed,Skilled Labor,1,484.13,True,"$50,000-74,999",1.0,0,1,20000
2013-04-07 18:19:15.097,36,Completed,0.2353,0.1879,0.1979,C,8.0,Employed,Doctor,1,370.57,True,"$100,000+",2.0,0,117,10000
2009-09-17 18:10:53.897,36,Completed,0.2974,0.264,0.274,D,8.0,Full-time,Other,1,82.08,True,"$75,000-99,999",1.0,0,36,2000
2011-03-19 16:03:25.757,36,FinalPaymentInProgress,0.13109,0.0999,0.1099,B,8.0,Employed,Professional,2,303.26,True,"$50,000-74,999",1.0,0,155,9264
2012-08-02 15:41:58.923,60,Completed,0.22846999999999998,0.1939,0.2039,B,5.0,Employed,Social Worker,1,333.89,False,"$50,000-74,999",1.0,0,243,12500
2012-05-31 09:44:52.390,60,Current,0.24702,0.212,0.222,C,4.0,Employed,Professional,7,415.99,True,"$75,000-99,999",1.0,0,32,15000
2012-06-13 08:22:27.297,36,Current,0.12427,0.0864,0.0964,A,9.0,Employed,Computer Programmer,20,802.46,True,"$100,000+",1.0,0,419,25000
2009-09-18 12:30:56.153,36,Completed,0.25278,0.22,0.23,D,7.0,Full-time,Military Officer,1,251.61,True,"$100,000+",1.0,0,96,6500
2013-08-30 08:02:18.140,36,Current,0.19236,0.1459,0.1559,B,4.0,Employed,Other,2,297.12,True,"$75,000-99,999",1.0,0,1,8500
2011-10-07 21:07:56.803,36,Current,0.1322,0.101,0.111,A,8.0,Employed,Professional,7,295.07,False,"$50,000-74,999",1.0,0,53,9000
2012-08-14 19:12:10.520,60,Past Due (31-60 days),0.1658,0.1327,0.1427,A,7.0,Employed,Sales - Commission,1,351.13,True,"$25,000-49,999",1.0,0,106,15000
2012-06-01 23:01:04.387,60,Current,0.28704,0.251,0.261,D,2.0,Employed,Laborer,1,150.0,True,"$1-24,999",1.0,0,57,5000
2011-04-14 14:22:54.960,36,Completed,0.25424,0.2099,0.2199,D,7.0,Employed,Sales - Commission,2,175.65,True,"$100,000+",1.0,0,74,4600
2013-04-28 13:24:20.247,36,Current,0.14348,0.1053,0.1153,A,8.0,Employed,Other,1,329.9,False,"$25,000-49,999",2.0,0,95,10000
2013-06-01 12:16:49.417,60,Completed,0.13227,0.0999,0.1099,A,11.0,Employed,Accountant/CPA,11,434.75,True,"$75,000-99,999",1.0,0,1,20000
2012-09-28 14:12:38.537,60,Current,0.2893,0.2532,0.2632,D,6.0,Employed,Bus Driver,1,225.98,False,"$25,000-49,999",1.0,0,59,7500
2013-09-16 07:05:18.753,60,Current,0.30337,0.2669,0.2769,E,4.0,Employed,Skilled Labor,1,309.49,False,"$50,000-74,999",2.0,0,1,10000
2013-12-22 08:44:37.737,36,Current,0.0903,0.0669,0.0769,AA,11.0,Employed,Doctor,1,623.87,True,"$100,000+",1.0,0,1,20000
2012-09-27 15:02:46.000,36,Current,0.35796999999999995,0.3077,0.3177,HR,2.0,Employed,Other,1,173.71,False,"$50,000-74,999",3.0,0,37,4000
2012-01-06 13:08:42.197,60,Current,0.16487000000000002,0.1365,0.1465,A,8.0,Employed,Other,1,259.67,False,"$50,000-74,999",1.0,0,204,11000
2012-06-24 10:37:40.220,60,Current,0.20705,0.173,0.183,B,6.0,Employed,Other,1,383.35,False,"$50,000-74,999",1.0,1,19,15000
2012-07-11 05:50:02.013,36,Current,0.18316,0.1369,0.1469,B,5.0,Full-time,Administrative Assistant,1,172.57,True,"$1-24,999",3.0,0,97,5000
2013-04-18 16:15:55.590,36,Current,0.20462,0.1579,0.1679,B,4.0,Employed,Professional,2,710.97,True,"$100,000+",1.0,0,2,20000
2013-07-15 07:22:06.767,60,Completed,0.10878,0.0769,0.0869,AA,10.0,Employed,Engineer - Mechanical,1,175.17,True,"$100,000+",6.0,0,153,8500
2012-06-18 15:25:55.837,60,Current,0.28704,0.251,0.261,D,2.0,Employed,Professional,2,420.0,True,"$50,000-74,999",2.0,0,171,14000
2011-06-27 09:00:47.937,60,Current,0.29370999999999997,0.2599,0.2699,D,4.0,Employed,Teacher,1,335.82,True,"$50,000-74,999",1.0,0,39,11000
2010-05-20 14:23:06.383,36,Completed,0.37453000000000003,0.34,0.35,HR,4.0,Full-time,Sales - Retail,1,88.21,False,"$25,000-49,999",1.0,0,42,1950
2011-10-23 03:18:39.270,36,Completed,0.25486,0.2105,0.2205,C,3.0,Full-time,Professional,1,496.81,True,"$100,000+",1.0,0,88,13000
2011-11-01 23:42:44.800,36,Chargedoff,0.29254,0.2474,0.2574,D,4.0,Employed,Clerical,1,401.52,True,"$25,000-49,999",1.0,0,164,10000
2012-10-16 09:07:04.170,36,Chargedoff,0.27285,0.2246,0.2346,D,6.0,Employed,Professional,1,584.25,False,"$50,000-74,999",1.0,0,249,15000
2013-01-01 22:06:27.480,36,Current,0.3179,0.2686,0.2786,E,3.0,Full-time,Medical Technician,1,165.15,True,"$25,000-49,999",2.0,0,66,4000
2012-06-06 03:16:14.880,60,Completed,0.24702,0.212,0.222,C,4.0,Employed,Analyst,2,415.99,True,"$75,000-99,999",1.0,0,21,15000
2010-09-24 20:19:03.483,36,Completed,0.16116,0.115,0.125,D,8.0,Full-time,Analyst,7,50.18,False,"$50,000-74,999",2.0,0,62,1500
2012-05-16 07:02:52.837,60,Chargedoff,0.24702,0.212,0.222,C,4.0,Employed,Analyst,7,415.99,False,"$50,000-74,999",1.0,0,26,15000
2013-01-04 17:34:27.877,60,Completed,0.22261999999999998,0.1882,0.1982,B,3.0,Employed,Other,3,263.94,False,"$25,000-49,999",1.0,0,112,10000
2012-06-17 13:16:11.407,60,Current,0.16151,0.1285,0.1385,A,8.0,Employed,Nurse (RN),1,231.91,False,"$50,000-74,999",1.0,0,5,10000
2012-11-14 05:10:05.123,36,Current,0.27285,0.2246,0.2346,D,3.0,Full-time,Other,2,77.9,True,"$25,000-49,999",3.0,0,25,2000
2012-05-21 13:25:37.000,60,Current,0.24702,0.212,0.222,C,5.0,Full-time,Other,1,415.99,True,"$75,000-99,999",2.0,0,189,15000
2013-01-25 09:32:35.833,36,Current,0.12528,0.0874,0.0974,A,9.0,Employed,Computer Programmer,1,417.89,True,"$100,000+",1.0,2,239,13000
2012-11-08 09:47:42.287,36,Chargedoff,0.35796999999999995,0.3077,0.3177,HR,3.0,Other,Other,1,130.28,True,"$25,000-49,999",1.0,0,55,3000
2011-06-13 07:28:56.820,36,Completed,0.124,0.0929,0.1029,A,9.0,Employed,Other,1,259.23,False,"$50,000-74,999",1.0,0,143,8000
2013-07-22 05:14:29.620,36,Current,0.15324000000000002,0.1149,0.1249,A,7.0,Employed,Skilled Labor,1,80.28,False,"$50,000-74,999",1.0,0,1,2400
2011-08-06 17:29:08.187,36,Chargedoff,0.124,0.0929,0.1029,A,8.0,Retired,Other,1,162.02,True,"$25,000-49,999",3.0,0,80,5000
